,category,scientific_name,common_names,conservation_group,park_name,observations
1330,Vascular Plant,Muhlenbergia mexicana,Mexican Muhly,None,Yellowstone National Park,272
1331,Vascular Plant,Muhlenbergia mexicana,Mexican Muhly,None,Bryce National Park,97
1332,Vascular Plant,Muhlenbergia glomerata,"Bristly Muhly, Marsh Muhly, Spiked Muhly",None,Yellowstone National Park,245
1333,Vascular Plant,Muhlenbergia glomerata,"Bristly Muhly, Marsh Muhly, Spiked Muhly",None,Bryce National Park,93
1334,Vascular Plant,Muhlenbergia glomerata,"Bristly Muhly, Marsh Muhly, Spiked Muhly",None,Yosemite National Park,166
1335,Vascular Plant,Muhlenbergia glomerata,"Bristly Muhly, Marsh Muhly, Spiked Muhly",None,Great Smoky Mountains National Park,91
1336,Vascular Plant,Muhlenbergia filiformis,Pullup Muhly,None,Great Smoky Mountains National Park,101
1337,Vascular Plant,Muhlenbergia filiformis,Pullup Muhly,None,Yellowstone National Park,268
1338,Vascular Plant,Muhlenbergia filiformis,Pullup Muhly,None,Bryce National Park,97
1339,Vascular Plant,Muhlenbergia filiformis,Pullup Muhly,None,Yosemite National Park,136
1340,Vascular Plant,Muhlenbergia asperifolia,"Scratchgrass, Alkali Muhly",None,Yosemite National Park,130
1341,Vascular Plant,Muhlenbergia asperifolia,"Scratchgrass, Alkali Muhly",None,Yellowstone National Park,247
1342,Vascular Plant,Muhlenbergia asperifolia,"Scratchgrass, Alkali Muhly",None,Great Smoky Mountains National Park,101
1343,Vascular Plant,Muhlenbergia asperifolia,"Scratchgrass, Alkali Muhly",None,Bryce National Park,112
1344,Vascular Plant,Muhlenbergia andina,Foxtail Muhly,None,Great Smoky Mountains National Park,75
1345,Vascular Plant,Muhlenbergia andina,Foxtail Muhly,None,Yellowstone National Park,235
1346,Vascular Plant,Muhlenbergia andina,Foxtail Muhly,None,Bryce National Park,91
1347,Vascular Plant,Muhlenbergia andina,Foxtail Muhly,None,Yosemite National Park,132
1348,Vascular Plant,Monroa squarrosa,"False Buffalo Grass, False Buffalograss",None,Great Smoky Mountains National Park,23
1349,Vascular Plant,Monroa squarrosa,"False Buffalo Grass, False Buffalograss",None,Yosemite National Park,130
1350,Vascular Plant,Monroa squarrosa,"False Buffalo Grass, False Buffalograss",None,Bryce National Park,135
1351,Vascular Plant,Monroa squarrosa,"False Buffalo Grass, False Buffalograss",None,Yellowstone National Park,251
1352,Vascular Plant,Melica subulata,Alaska Oniongrass,None,Yellowstone National Park,258
1353,Vascular Plant,Melica subulata,Alaska Oniongrass,None,Bryce National Park,124
1354,Vascular Plant,Melica subulata,Alaska Oniongrass,None,Great Smoky Mountains National Park,70
1355,Vascular Plant,Melica subulata,Alaska Oniongrass,None,Yosemite National Park,129
1356,Vascular Plant,Nassella viridula,Green Needlegrass,None,Yellowstone National Park,270
1357,Vascular Plant,Nassella viridula,Green Needlegrass,None,Great Smoky Mountains National Park,127
1358,Vascular Plant,Nassella viridula,Green Needlegrass,None,Bryce National Park,70
1359,Vascular Plant,Nassella viridula,Green Needlegrass,None,Yosemite National Park,153
1360,Vascular Plant,Elymus glaucus,"Blue Wild Rye, Blue Wildrye",None,Bryce National Park,116
1361,Vascular Plant,Elymus glaucus,"Blue Wild Rye, Blue Wildrye",None,Yellowstone National Park,246
1362,Vascular Plant,Elymus glaucus,"Blue Wild Rye, Blue Wildrye",None,Great Smoky Mountains National Park,91
1363,Vascular Plant,Elymus glaucus,"Blue Wild Rye, Blue Wildrye",None,Yosemite National Park,149
1364,Vascular Plant,Elymus canadensis var. canadensis,Canada Wildrye,None,Yellowstone National Park,243
1365,Vascular Plant,Elymus canadensis var. canadensis,Canada Wildrye,None,Great Smoky Mountains National Park,49
1366,Vascular Plant,Elymus canadensis var. canadensis,Canada Wildrye,None,Bryce National Park,106
1367,Vascular Plant,Elymus canadensis var. canadensis,Canada Wildrye,None,Yosemite National Park,161
1368,Vascular Plant,Beckmannia syzigachne,"American Sloughgrass, Slough Grass",None,Bryce National Park,81
1369,Vascular Plant,Beckmannia syzigachne,"American Sloughgrass, Slough Grass",None,Yosemite National Park,155
1370,Vascular Plant,Beckmannia syzigachne,"American Sloughgrass, Slough Grass",None,Yellowstone National Park,269
1371,Vascular Plant,Beckmannia syzigachne,"American Sloughgrass, Slough Grass",None,Great Smoky Mountains National Park,92
1372,Vascular Plant,Avena fatua,"Wild Oats, Wild Oat, Oatgrass, Flaxgrass, Wheat Oats",None,Yosemite National Park,117
1373,Vascular Plant,Avena fatua,"Wild Oats, Wild Oat, Oatgrass, Flaxgrass, Wheat Oats",None,Great Smoky Mountains National Park,67
1374,Vascular Plant,Avena fatua,"Wild Oats, Wild Oat, Oatgrass, Flaxgrass, Wheat Oats",None,Bryce National Park,129
1375,Vascular Plant,Avena fatua,"Wild Oats, Wild Oat, Oatgrass, Flaxgrass, Wheat Oats",None,Yellowstone National Park,260
1376,Vascular Plant,Arrhenatherum elatius,Tall Oatgrass,None,Bryce National Park,90
1377,Vascular Plant,Arrhenatherum elatius,Tall Oatgrass,None,Yosemite National Park,156
1378,Vascular Plant,Arrhenatherum elatius,Tall Oatgrass,None,Great Smoky Mountains National Park,63
1379,Vascular Plant,Arrhenatherum elatius,Tall Oatgrass,None,Yellowstone National Park,241
1380,Vascular Plant,Aristida purpurea var. longiseta,"Red Threeawn, Fendler Threeawn, Fendler's Threeawn, Red Threeawn (Fendler)",None,Bryce National Park,127
1381,Vascular Plant,Aristida purpurea var. longiseta,"Red Threeawn, Fendler Threeawn, Fendler's Threeawn, Red Threeawn (Fendler)",None,Yosemite National Park,159
1382,Vascular Plant,Aristida purpurea var. longiseta,"Red Threeawn, Fendler Threeawn, Fendler's Threeawn, Red Threeawn (Fendler)",None,Yellowstone National Park,284
1383,Vascular Plant,Aristida purpurea var. longiseta,"Red Threeawn, Fendler Threeawn, Fendler's Threeawn, Red Threeawn (Fendler)",None,Great Smoky Mountains National Park,77
1384,Vascular Plant,Apera interrupta,"Dense Silkybent, Dense Silky-Bent, Silky Bentgrass",None,Great Smoky Mountains National Park,50
1385,Vascular Plant,Apera interrupta,"Dense Silkybent, Dense Silky-Bent, Silky Bentgrass",None,Yellowstone National Park,209
1386,Vascular Plant,Apera interrupta,"Dense Silkybent, Dense Silky-Bent, Silky Bentgrass",None,Bryce National Park,93
1387,Vascular Plant,Apera interrupta,"Dense Silkybent, Dense Silky-Bent, Silky Bentgrass",None,Yosemite National Park,183
1388,Vascular Plant,Alopecurus pratensis,"Field Meadow-Foxtail, Meadow Foxtail",None,Yellowstone National Park,270
1389,Vascular Plant,Alopecurus pratensis,"Field Meadow-Foxtail, Meadow Foxtail",None,Bryce National Park,130
1390,Vascular Plant,Alopecurus pratensis,"Field Meadow-Foxtail, Meadow Foxtail",None,Yosemite National Park,149
1391,Vascular Plant,Alopecurus pratensis,"Field Meadow-Foxtail, Meadow Foxtail",None,Great Smoky Mountains National Park,45
1392,Vascular Plant,Alopecurus borealis,Boreal Alopecurus,None,Bryce National Park,94
1393,Vascular Plant,Alopecurus borealis,Boreal Alopecurus,None,Great Smoky Mountains National Park,53
1394,Vascular Plant,Alopecurus borealis,Boreal Alopecurus,None,Yosemite National Park,141
1395,Vascular Plant,Alopecurus borealis,Boreal Alopecurus,None,Yellowstone National Park,230
1396,Vascular Plant,Bouteloua gracilis,Blue Grama,None,Great Smoky Mountains National Park,92
1397,Vascular Plant,Bouteloua gracilis,Blue Grama,None,Yellowstone National Park,267
1398,Vascular Plant,Bouteloua gracilis,Blue Grama,None,Bryce National Park,102
1399,Vascular Plant,Bouteloua gracilis,Blue Grama,None,Yosemite National Park,137
1400,Vascular Plant,Alopecurus arundinaceus,"Creeping Meadow Foxtail, Creeping Foxtail, Creeping Meadow-Foxtail",None,Great Smoky Mountains National Park,100
1401,Vascular Plant,Alopecurus arundinaceus,"Creeping Meadow Foxtail, Creeping Foxtail, Creeping Meadow-Foxtail",None,Bryce National Park,76
1402,Vascular Plant,Alopecurus arundinaceus,"Creeping Meadow Foxtail, Creeping Foxtail, Creeping Meadow-Foxtail",None,Yosemite National Park,109
1403,Vascular Plant,Alopecurus arundinaceus,"Creeping Meadow Foxtail, Creeping Foxtail, Creeping Meadow-Foxtail",None,Yellowstone National Park,259
1404,Vascular Plant,Aira caryophyllea,Silver Hairgrass,None,Bryce National Park,96
1405,Vascular Plant,Aira caryophyllea,Silver Hairgrass,None,Yellowstone National Park,222
1406,Vascular Plant,Aira caryophyllea,Silver Hairgrass,None,Great Smoky Mountains National Park,64
1407,Vascular Plant,Aira caryophyllea,Silver Hairgrass,None,Yosemite National Park,150
1408,Vascular Plant,Agrostis thurberiana,Thurber's Bentgrass,None,Yosemite National Park,154
1409,Vascular Plant,Agrostis thurberiana,Thurber's Bentgrass,None,Great Smoky Mountains National Park,39
1410,Vascular Plant,Agrostis thurberiana,Thurber's Bentgrass,None,Bryce National Park,105
1411,Vascular Plant,Agrostis thurberiana,Thurber's Bentgrass,None,Yellowstone National Park,244
1412,Vascular Plant,Agrostis scabra var. scabra,Rough Bentgrass,None,Yosemite National Park,125
1413,Vascular Plant,Agrostis scabra var. scabra,Rough Bentgrass,None,Bryce National Park,92
1414,Vascular Plant,Agrostis scabra var. scabra,Rough Bentgrass,None,Yellowstone National Park,260
1415,Vascular Plant,Agrostis scabra var. scabra,Rough Bentgrass,None,Great Smoky Mountains National Park,74
1416,Vascular Plant,Agrostis rossiae,"Ross' Bentgrass, Mountain Bentgrass",None,Great Smoky Mountains National Park,95
1417,Vascular Plant,Agrostis rossiae,"Ross' Bentgrass, Mountain Bentgrass",None,Bryce National Park,107
1418,Vascular Plant,Agrostis rossiae,"Ross' Bentgrass, Mountain Bentgrass",None,Yellowstone National Park,250
1419,Vascular Plant,Agrostis rossiae,"Ross' Bentgrass, Mountain Bentgrass",None,Yosemite National Park,192
1420,Vascular Plant,Agrostis oregonensis,"Oregon Bentgrass, Oregon Redtop",None,Yellowstone National Park,300
1421,Vascular Plant,Agrostis oregonensis,"Oregon Bentgrass, Oregon Redtop",None,Great Smoky Mountains National Park,74
1422,Vascular Plant,Agrostis oregonensis,"Oregon Bentgrass, Oregon Redtop",None,Yosemite National Park,139
1423,Vascular Plant,Agrostis oregonensis,"Oregon Bentgrass, Oregon Redtop",None,Bryce National Park,87
1424,Vascular Plant,Alopecurus aequalis,"Short Foxtail, Short-Awn Meadow-Foxtail, Shortawn Foxtail",None,Yellowstone National Park,256
1425,Vascular Plant,Alopecurus aequalis,"Short Foxtail, Short-Awn Meadow-Foxtail, Shortawn Foxtail",None,Bryce National Park,73
1426,Vascular Plant,Alopecurus aequalis,"Short Foxtail, Short-Awn Meadow-Foxtail, Shortawn Foxtail",None,Yosemite National Park,154
1427,Vascular Plant,Alopecurus aequalis,"Short Foxtail, Short-Awn Meadow-Foxtail, Shortawn Foxtail",None,Great Smoky Mountains National Park,59
1428,Vascular Plant,Bromus anomalus,"Nodding Brome, Nodding Bromegrass",None,Bryce National Park,77
1429,Vascular Plant,Bromus anomalus,"Nodding Brome, Nodding Bromegrass",None,Yellowstone National Park,248
1430,Vascular Plant,Bromus anomalus,"Nodding Brome, Nodding Bromegrass",None,Yosemite National Park,159
1431,Vascular Plant,Bromus anomalus,"Nodding Brome, Nodding Bromegrass",None,Great Smoky Mountains National Park,77
1432,Vascular Plant,Bromus carinatus,"California Brome, Mountain Brome",None,Bryce National Park,91
1433,Vascular Plant,Bromus carinatus,"California Brome, Mountain Brome",None,Yellowstone National Park,243
1434,Vascular Plant,Bromus carinatus,"California Brome, Mountain Brome",None,Great Smoky Mountains National Park,51
1435,Vascular Plant,Bromus carinatus,"California Brome, Mountain Brome",None,Yosemite National Park,139
1436,Vascular Plant,Bromus inermis var. inermis,Smooth Brome,None,Yosemite National Park,164
1437,Vascular Plant,Bromus inermis var. inermis,Smooth Brome,None,Great Smoky Mountains National Park,85
1438,Vascular Plant,Bromus inermis var. inermis,Smooth Brome,None,Yellowstone National Park,270
1439,Vascular Plant,Bromus inermis var. inermis,Smooth Brome,None,Bryce National Park,118
1440,Vascular Plant,Dichanthelium acuminatum,"Hotsprings Panicum, Hotsprings Rosette Grass, Tapered Rosette Grass",None,Yellowstone National Park,235
1441,Vascular Plant,Dichanthelium acuminatum,"Hotsprings Panicum, Hotsprings Rosette Grass, Tapered Rosette Grass",None,Great Smoky Mountains National Park,82
1442,Vascular Plant,Dichanthelium acuminatum,"Hotsprings Panicum, Hotsprings Rosette Grass, Tapered Rosette Grass",None,Yosemite National Park,188
1443,Vascular Plant,Dichanthelium acuminatum,"Hotsprings Panicum, Hotsprings Rosette Grass, Tapered Rosette Grass",None,Bryce National Park,71
1444,Vascular Plant,Deschampsia elongata,Slender Hairgrass,None,Yosemite National Park,114
1445,Vascular Plant,Deschampsia elongata,Slender Hairgrass,None,Yellowstone National Park,265
1446,Vascular Plant,Deschampsia elongata,Slender Hairgrass,None,Bryce National Park,87
1447,Vascular Plant,Deschampsia elongata,Slender Hairgrass,None,Great Smoky Mountains National Park,71
1448,Vascular Plant,Deschampsia danthonioides,Annual Hairgrass,None,Bryce National Park,76
1449,Vascular Plant,Deschampsia danthonioides,Annual Hairgrass,None,Great Smoky Mountains National Park,57
1450,Vascular Plant,Deschampsia danthonioides,Annual Hairgrass,None,Yosemite National Park,186
1451,Vascular Plant,Deschampsia danthonioides,Annual Hairgrass,None,Yellowstone National Park,233
1452,Vascular Plant,Deschampsia cespitosa,Tufted Hairgrass,None,Yellowstone National Park,231
1453,Vascular Plant,Deschampsia cespitosa,Tufted Hairgrass,None,Yosemite National Park,164
1454,Vascular Plant,Deschampsia cespitosa,Tufted Hairgrass,None,Bryce National Park,127
1455,Vascular Plant,Deschampsia cespitosa,Tufted Hairgrass,None,Great Smoky Mountains National Park,75
1456,Vascular Plant,Danthonia unispicata,"Onespike Danthonia, Onespike Oatgrass",None,Great Smoky Mountains National Park,74
1457,Vascular Plant,Danthonia unispicata,"Onespike Danthonia, Onespike Oatgrass",None,Yellowstone National Park,271
1458,Vascular Plant,Danthonia unispicata,"Onespike Danthonia, Onespike Oatgrass",None,Yosemite National Park,146
1459,Vascular Plant,Danthonia unispicata,"Onespike Danthonia, Onespike Oatgrass",None,Bryce National Park,87
1460,Vascular Plant,Danthonia intermedia,Timber Oatgrass,None,Yellowstone National Park,240
1461,Vascular Plant,Danthonia intermedia,Timber Oatgrass,None,Bryce National Park,103
1462,Vascular Plant,Danthonia intermedia,Timber Oatgrass,None,Yosemite National Park,135
1463,Vascular Plant,Danthonia intermedia,Timber Oatgrass,None,Great Smoky Mountains National Park,95
1464,Vascular Plant,Danthonia californica,California Oatgrass,None,Yellowstone National Park,274
1465,Vascular Plant,Danthonia californica,California Oatgrass,None,Great Smoky Mountains National Park,71
1466,Vascular Plant,Danthonia californica,California Oatgrass,None,Bryce National Park,109
1467,Vascular Plant,Danthonia californica,California Oatgrass,None,Yosemite National Park,170
1468,Vascular Plant,Catabrosa aquatica,"Brookgrass, Water Whorl Grass, Water Whorlgrass",None,Yellowstone National Park,267
1469,Vascular Plant,Catabrosa aquatica,"Brookgrass, Water Whorl Grass, Water Whorlgrass",None,Bryce National Park,95
1470,Vascular Plant,Catabrosa aquatica,"Brookgrass, Water Whorl Grass, Water Whorlgrass",None,Great Smoky Mountains National Park,88
1471,Vascular Plant,Catabrosa aquatica,"Brookgrass, Water Whorl Grass, Water Whorlgrass",None,Yosemite National Park,120
1472,Vascular Plant,Calamagrostis stricta,"Narrowspike Reedgrass, Slim-Stem Reed Grass, Slimstem Reedgrass",None,Yosemite National Park,138
1473,Vascular Plant,Calamagrostis stricta,"Narrowspike Reedgrass, Slim-Stem Reed Grass, Slimstem Reedgrass",None,Yellowstone National Park,241
1474,Vascular Plant,Calamagrostis stricta,"Narrowspike Reedgrass, Slim-Stem Reed Grass, Slimstem Reedgrass",None,Bryce National Park,132
1475,Vascular Plant,Calamagrostis stricta,"Narrowspike Reedgrass, Slim-Stem Reed Grass, Slimstem Reedgrass",None,Great Smoky Mountains National Park,65
1476,Vascular Plant,Calamagrostis rubescens,Pinegrass,None,Bryce National Park,96
1477,Vascular Plant,Calamagrostis rubescens,Pinegrass,None,Yellowstone National Park,229
1478,Vascular Plant,Calamagrostis rubescens,Pinegrass,None,Yosemite National Park,126
1479,Vascular Plant,Calamagrostis rubescens,Pinegrass,None,Great Smoky Mountains National Park,71
1480,Vascular Plant,Calamagrostis purpurascens,Purple Reedgrass,None,Bryce National Park,109
1481,Vascular Plant,Calamagrostis purpurascens,Purple Reedgrass,None,Yosemite National Park,134
1482,Vascular Plant,Calamagrostis purpurascens,Purple Reedgrass,None,Yellowstone National Park,247
1483,Vascular Plant,Calamagrostis purpurascens,Purple Reedgrass,None,Great Smoky Mountains National Park,85
1484,Vascular Plant,Bromus vulgaris,Columbia Brome,None,Yellowstone National Park,255
1485,Vascular Plant,Bromus vulgaris,Columbia Brome,None,Great Smoky Mountains National Park,86
1486,Vascular Plant,Bromus vulgaris,Columbia Brome,None,Bryce National Park,130
1487,Vascular Plant,Bromus vulgaris,Columbia Brome,None,Yosemite National Park,145
1488,Vascular Plant,Bromus inermis var. pumpellianus,Pumpelly's Brome,None,Bryce National Park,85
1489,Vascular Plant,Bromus inermis var. pumpellianus,Pumpelly's Brome,None,Great Smoky Mountains National Park,43
1490,Vascular Plant,Bromus inermis var. pumpellianus,Pumpelly's Brome,None,Yellowstone National Park,267
1491,Vascular Plant,Bromus inermis var. pumpellianus,Pumpelly's Brome,None,Yosemite National Park,134
1492,Vascular Plant,Poa arida,Plains Bluegrass,None,Yellowstone National Park,264
1493,Vascular Plant,Poa arida,Plains Bluegrass,None,Great Smoky Mountains National Park,36
1494,Vascular Plant,Poa arida,Plains Bluegrass,None,Bryce National Park,104
1495,Vascular Plant,Poa arida,Plains Bluegrass,None,Yosemite National Park,161
1496,Vascular Plant,Poa bulbosa,"Bulbous Blue Grass, Bulbous Bluegrass",None,Yosemite National Park,147
