,category,scientific_name,conservation_status,common_names,park_name,observations
6636,Vascular Plant,Platystemon californicus,None,"California Creamcups, Creamcups",Bryce National Park,76
6637,Vascular Plant,Platystemon californicus,None,"California Creamcups, Creamcups",Yosemite National Park,135
6638,Vascular Plant,Platystemon californicus,None,"California Creamcups, Creamcups",Yellowstone National Park,261
6639,Vascular Plant,Platystemon californicus,None,"California Creamcups, Creamcups",Great Smoky Mountains National Park,100
6640,Vascular Plant,Eschscholzia hypecoides,None,San Benito Poppy,Bryce National Park,106
6641,Vascular Plant,Eschscholzia hypecoides,None,San Benito Poppy,Great Smoky Mountains National Park,48
6642,Vascular Plant,Eschscholzia hypecoides,None,San Benito Poppy,Yosemite National Park,141
6643,Vascular Plant,Eschscholzia hypecoides,None,San Benito Poppy,Yellowstone National Park,245
6644,Vascular Plant,Eschscholzia californica,None,"California Goldenpoppy, California Poppy",Bryce National Park,71
6645,Vascular Plant,Eschscholzia californica,None,"California Goldenpoppy, California Poppy",Yosemite National Park,129
6646,Vascular Plant,Eschscholzia californica,None,"California Goldenpoppy, California Poppy",Great Smoky Mountains National Park,53
6647,Vascular Plant,Eschscholzia californica,None,"California Goldenpoppy, California Poppy",Yellowstone National Park,235
6648,Vascular Plant,Eschscholzia caespitosa,None,Tufted Poppy,Yellowstone National Park,264
6649,Vascular Plant,Eschscholzia caespitosa,None,Tufted Poppy,Yosemite National Park,151
6650,Vascular Plant,Eschscholzia caespitosa,None,Tufted Poppy,Bryce National Park,94
6651,Vascular Plant,Eschscholzia caespitosa,None,Tufted Poppy,Great Smoky Mountains National Park,92
6652,Vascular Plant,Dicentra pauciflora,None,Shorthorn Steer's-Head,Great Smoky Mountains National Park,45
6653,Vascular Plant,Dicentra pauciflora,None,Shorthorn Steer's-Head,Bryce National Park,75
6654,Vascular Plant,Dicentra pauciflora,None,Shorthorn Steer's-Head,Yosemite National Park,158
6655,Vascular Plant,Dicentra pauciflora,None,Shorthorn Steer's-Head,Yellowstone National Park,232
6656,Vascular Plant,Dicentra formosa,None,Pacific Bleeding Heart,Yosemite National Park,99
6657,Vascular Plant,Dicentra formosa,None,Pacific Bleeding Heart,Yellowstone National Park,248
6658,Vascular Plant,Dicentra formosa,None,Pacific Bleeding Heart,Bryce National Park,97
6659,Vascular Plant,Dicentra formosa,None,Pacific Bleeding Heart,Great Smoky Mountains National Park,73
6660,Vascular Plant,Dicentra chrysantha,None,Golden Eardrops,Bryce National Park,107
6661,Vascular Plant,Dicentra chrysantha,None,Golden Eardrops,Yellowstone National Park,253
6662,Vascular Plant,Dicentra chrysantha,None,Golden Eardrops,Great Smoky Mountains National Park,98
6663,Vascular Plant,Dicentra chrysantha,None,Golden Eardrops,Yosemite National Park,136
6664,Vascular Plant,Dendromecon rigida,None,Tree Poppy,Yellowstone National Park,255
6665,Vascular Plant,Dendromecon rigida,None,Tree Poppy,Bryce National Park,131
6666,Vascular Plant,Dendromecon rigida,None,Tree Poppy,Yosemite National Park,149
6667,Vascular Plant,Dendromecon rigida,None,Tree Poppy,Great Smoky Mountains National Park,92
6668,Vascular Plant,Potentilla drummondii ssp. bruceae,None,Drummond's Cinquefoil,Bryce National Park,127
6669,Vascular Plant,Potentilla drummondii ssp. bruceae,None,Drummond's Cinquefoil,Yellowstone National Park,236
6670,Vascular Plant,Potentilla drummondii ssp. bruceae,None,Drummond's Cinquefoil,Yosemite National Park,133
6671,Vascular Plant,Potentilla drummondii ssp. bruceae,None,Drummond's Cinquefoil,Great Smoky Mountains National Park,131
6672,Vascular Plant,Potentilla drummondii ssp. drummondii,None,Drummond's Cinquefoil,Yellowstone National Park,266
6673,Vascular Plant,Potentilla drummondii ssp. drummondii,None,Drummond's Cinquefoil,Great Smoky Mountains National Park,64
6674,Vascular Plant,Potentilla drummondii ssp. drummondii,None,Drummond's Cinquefoil,Yosemite National Park,153
6675,Vascular Plant,Potentilla drummondii ssp. drummondii,None,Drummond's Cinquefoil,Bryce National Park,130
6676,Vascular Plant,Potentilla flabellifolia,None,"Mount Rainier Cinquefoil, High Mountain Cinquefoil",Great Smoky Mountains National Park,91
6677,Vascular Plant,Potentilla flabellifolia,None,"Mount Rainier Cinquefoil, High Mountain Cinquefoil",Yosemite National Park,116
6678,Vascular Plant,Potentilla flabellifolia,None,"Mount Rainier Cinquefoil, High Mountain Cinquefoil",Bryce National Park,124
6679,Vascular Plant,Potentilla flabellifolia,None,"Mount Rainier Cinquefoil, High Mountain Cinquefoil",Yellowstone National Park,246
6680,Vascular Plant,Potentilla fruticosa,None,"Bush Cinquefoil, Widdy, Golden Hardhack, Shrubby Cinquefoil",Bryce National Park,71
6681,Vascular Plant,Potentilla fruticosa,None,"Bush Cinquefoil, Widdy, Golden Hardhack, Shrubby Cinquefoil",Yosemite National Park,148
6682,Vascular Plant,Potentilla fruticosa,None,"Bush Cinquefoil, Widdy, Golden Hardhack, Shrubby Cinquefoil",Yellowstone National Park,256
6683,Vascular Plant,Potentilla fruticosa,None,"Bush Cinquefoil, Widdy, Golden Hardhack, Shrubby Cinquefoil",Great Smoky Mountains National Park,52
6684,Vascular Plant,Lithophragma bolanderi,None,Bolander's Woodland-Star,Great Smoky Mountains National Park,84
6685,Vascular Plant,Lithophragma bolanderi,None,Bolander's Woodland-Star,Yellowstone National Park,231
6686,Vascular Plant,Lithophragma bolanderi,None,Bolander's Woodland-Star,Yosemite National Park,169
6687,Vascular Plant,Lithophragma bolanderi,None,Bolander's Woodland-Star,Bryce National Park,80
6688,Vascular Plant,Lithophragma affine,None,San Francisco Woodland-Star,Yellowstone National Park,254
6689,Vascular Plant,Lithophragma affine,None,San Francisco Woodland-Star,Great Smoky Mountains National Park,69
6690,Vascular Plant,Lithophragma affine,None,San Francisco Woodland-Star,Bryce National Park,106
6691,Vascular Plant,Lithophragma affine,None,San Francisco Woodland-Star,Yosemite National Park,155
6692,Vascular Plant,Heuchera rubescens var. rydbergiana,None,Pink Alumroot,Bryce National Park,131
6693,Vascular Plant,Heuchera rubescens var. rydbergiana,None,Pink Alumroot,Yellowstone National Park,231
6694,Vascular Plant,Heuchera rubescens var. rydbergiana,None,Pink Alumroot,Yosemite National Park,146
6695,Vascular Plant,Heuchera rubescens var. rydbergiana,None,Pink Alumroot,Great Smoky Mountains National Park,60
6696,Vascular Plant,Heuchera rubescens var. glandulosa,None,Pink Alumroot,Great Smoky Mountains National Park,87
6697,Vascular Plant,Heuchera rubescens var. glandulosa,None,Pink Alumroot,Yellowstone National Park,251
6698,Vascular Plant,Heuchera rubescens var. glandulosa,None,Pink Alumroot,Yosemite National Park,140
6699,Vascular Plant,Heuchera rubescens var. glandulosa,None,Pink Alumroot,Bryce National Park,102
6700,Vascular Plant,Heuchera rubescens var. alpicola,None,Pink Alumroot,Yellowstone National Park,281
6701,Vascular Plant,Heuchera rubescens var. alpicola,None,Pink Alumroot,Great Smoky Mountains National Park,92
6702,Vascular Plant,Heuchera rubescens var. alpicola,None,Pink Alumroot,Bryce National Park,104
6703,Vascular Plant,Heuchera rubescens var. alpicola,None,Pink Alumroot,Yosemite National Park,138
6704,Vascular Plant,Heuchera micrantha,None,Crevice Alumroot,Bryce National Park,92
6705,Vascular Plant,Heuchera micrantha,None,Crevice Alumroot,Yellowstone National Park,225
6706,Vascular Plant,Heuchera micrantha,None,Crevice Alumroot,Great Smoky Mountains National Park,67
6707,Vascular Plant,Heuchera micrantha,None,Crevice Alumroot,Yosemite National Park,146
6708,Vascular Plant,Heuchera merriamii,None,Merriam's Alumroot,Bryce National Park,103
6709,Vascular Plant,Heuchera merriamii,None,Merriam's Alumroot,Great Smoky Mountains National Park,50
6710,Vascular Plant,Heuchera merriamii,None,Merriam's Alumroot,Yosemite National Park,170
6711,Vascular Plant,Heuchera merriamii,None,Merriam's Alumroot,Yellowstone National Park,287
6712,Vascular Plant,Darmera peltata,None,Indian Rhubarb,Yellowstone National Park,262
6713,Vascular Plant,Darmera peltata,None,Indian Rhubarb,Yosemite National Park,97
6714,Vascular Plant,Darmera peltata,None,Indian Rhubarb,Bryce National Park,84
6715,Vascular Plant,Darmera peltata,None,Indian Rhubarb,Great Smoky Mountains National Park,75
6716,Vascular Plant,Lithophragma glabrum,None,"Smooth Woodland-Star, Bulbous Woodland-Star",Bryce National Park,93
6717,Vascular Plant,Lithophragma glabrum,None,"Smooth Woodland-Star, Bulbous Woodland-Star",Yellowstone National Park,262
6718,Vascular Plant,Lithophragma glabrum,None,"Smooth Woodland-Star, Bulbous Woodland-Star",Great Smoky Mountains National Park,108
6719,Vascular Plant,Lithophragma glabrum,None,"Smooth Woodland-Star, Bulbous Woodland-Star",Yosemite National Park,142
6720,Vascular Plant,Boykinia major,None,Large Boykinia,Yosemite National Park,150
6721,Vascular Plant,Boykinia major,None,Large Boykinia,Bryce National Park,105
6722,Vascular Plant,Boykinia major,None,Large Boykinia,Great Smoky Mountains National Park,78
6723,Vascular Plant,Boykinia major,None,Large Boykinia,Yellowstone National Park,234
6724,Vascular Plant,Ribes viscosissimum,None,Sticky Currant,Great Smoky Mountains National Park,101
6725,Vascular Plant,Ribes viscosissimum,None,Sticky Currant,Yellowstone National Park,253
6726,Vascular Plant,Ribes viscosissimum,None,Sticky Currant,Yosemite National Park,158
6727,Vascular Plant,Ribes viscosissimum,None,Sticky Currant,Bryce National Park,108
6728,Vascular Plant,Ribes roezlii var. roezlii,None,"Sierra Gooseberry, Roezl's Gooseberry",Yosemite National Park,155
6729,Vascular Plant,Ribes roezlii var. roezlii,None,"Sierra Gooseberry, Roezl's Gooseberry",Yellowstone National Park,257
6730,Vascular Plant,Ribes roezlii var. roezlii,None,"Sierra Gooseberry, Roezl's Gooseberry",Great Smoky Mountains National Park,68
6731,Vascular Plant,Ribes roezlii var. roezlii,None,"Sierra Gooseberry, Roezl's Gooseberry",Bryce National Park,94
6732,Vascular Plant,Ribes nevadense,None,Sierra Currant,Bryce National Park,116
6733,Vascular Plant,Ribes nevadense,None,Sierra Currant,Yellowstone National Park,278
6734,Vascular Plant,Ribes nevadense,None,Sierra Currant,Yosemite National Park,131
6735,Vascular Plant,Ribes nevadense,None,Sierra Currant,Great Smoky Mountains National Park,105
6736,Vascular Plant,Ribes lasianthum,None,Alpine Gooseberry,Yellowstone National Park,261
6737,Vascular Plant,Ribes lasianthum,None,Alpine Gooseberry,Bryce National Park,118
6738,Vascular Plant,Ribes lasianthum,None,Alpine Gooseberry,Great Smoky Mountains National Park,80
6739,Vascular Plant,Ribes lasianthum,None,Alpine Gooseberry,Yosemite National Park,140
6740,Vascular Plant,Ribes cereum var. cereum,None,"White Squaw Currant, Wax Currant",Bryce National Park,40
6741,Vascular Plant,Ribes cereum var. cereum,None,"White Squaw Currant, Wax Currant",Great Smoky Mountains National Park,115
6742,Vascular Plant,Ribes cereum var. cereum,None,"White Squaw Currant, Wax Currant",Yellowstone National Park,269
6743,Vascular Plant,Ribes cereum var. cereum,None,"White Squaw Currant, Wax Currant",Yosemite National Park,160
6744,Vascular Plant,Ribes amarum,None,Bitter Gooseberry,Bryce National Park,106
6745,Vascular Plant,Ribes amarum,None,Bitter Gooseberry,Yellowstone National Park,261
6746,Vascular Plant,Ribes amarum,None,Bitter Gooseberry,Great Smoky Mountains National Park,47
6747,Vascular Plant,Ribes amarum,None,Bitter Gooseberry,Yosemite National Park,147
6748,Vascular Plant,Sedum spathulifolium,None,Broadleaf Stonecrop,Yosemite National Park,139
6749,Vascular Plant,Sedum spathulifolium,None,Broadleaf Stonecrop,Great Smoky Mountains National Park,53
6750,Vascular Plant,Sedum spathulifolium,None,Broadleaf Stonecrop,Bryce National Park,119
6751,Vascular Plant,Sedum spathulifolium,None,Broadleaf Stonecrop,Yellowstone National Park,251
6752,Vascular Plant,Sedum radiatum,None,Coast Range Stonecrop,Yosemite National Park,149
6753,Vascular Plant,Sedum radiatum,None,Coast Range Stonecrop,Yellowstone National Park,234
6754,Vascular Plant,Sedum radiatum,None,Coast Range Stonecrop,Bryce National Park,79
6755,Vascular Plant,Sedum radiatum,None,Coast Range Stonecrop,Great Smoky Mountains National Park,76
6756,Vascular Plant,Bolandra californica,None,Sierra False Coolwort,Yellowstone National Park,243
6757,Vascular Plant,Bolandra californica,None,Sierra False Coolwort,Great Smoky Mountains National Park,87
6758,Vascular Plant,Bolandra californica,None,Sierra False Coolwort,Bryce National Park,80
6759,Vascular Plant,Bolandra californica,None,Sierra False Coolwort,Yosemite National Park,162
6760,Vascular Plant,Lithophragma heterophyllum,None,Hillside Woodland-Star,Yosemite National Park,162
6761,Vascular Plant,Lithophragma heterophyllum,None,Hillside Woodland-Star,Great Smoky Mountains National Park,60
6762,Vascular Plant,Lithophragma heterophyllum,None,Hillside Woodland-Star,Bryce National Park,73
6763,Vascular Plant,Lithophragma heterophyllum,None,Hillside Woodland-Star,Yellowstone National Park,273
6764,Vascular Plant,Mitella breweri,None,Brewer's Miterwort,Yellowstone National Park,213
6765,Vascular Plant,Mitella breweri,None,Brewer's Miterwort,Yosemite National Park,158
6766,Vascular Plant,Mitella breweri,None,Brewer's Miterwort,Great Smoky Mountains National Park,95
6767,Vascular Plant,Mitella breweri,None,Brewer's Miterwort,Bryce National Park,118
6768,Vascular Plant,Saxifraga aprica,None,Sierra Saxifrage,Yellowstone National Park,251
6769,Vascular Plant,Saxifraga aprica,None,Sierra Saxifrage,Great Smoky Mountains National Park,103
6770,Vascular Plant,Saxifraga aprica,None,Sierra Saxifrage,Yosemite National Park,171
6771,Vascular Plant,Saxifraga aprica,None,Sierra Saxifrage,Bryce National Park,101
6772,Vascular Plant,Parthenocissus vitacea,None,"Woodbine, Thicket Creeper, Virginia Creeper",Yosemite National Park,156
6773,Vascular Plant,Parthenocissus vitacea,None,"Woodbine, Thicket Creeper, Virginia Creeper",Great Smoky Mountains National Park,67
6774,Vascular Plant,Parthenocissus vitacea,None,"Woodbine, Thicket Creeper, Virginia Creeper",Bryce National Park,115
6775,Vascular Plant,Parthenocissus vitacea,None,"Woodbine, Thicket Creeper, Virginia Creeper",Yellowstone National Park,245
6776,Vascular Plant,Solanum xanti,None,"Chaparral Nightshade, Purple Nightshade",Great Smoky Mountains National Park,80
6777,Vascular Plant,Solanum xanti,None,"Chaparral Nightshade, Purple Nightshade",Yellowstone National Park,276
6778,Vascular Plant,Solanum xanti,None,"Chaparral Nightshade, Purple Nightshade",Bryce National Park,69
6779,Vascular Plant,Solanum xanti,None,"Chaparral Nightshade, Purple Nightshade",Yosemite National Park,150
6780,Vascular Plant,Solanum parishii,None,Parish's Nightshade,Bryce National Park,99
6781,Vascular Plant,Solanum parishii,None,Parish's Nightshade,Great Smoky Mountains National Park,97
6782,Vascular Plant,Solanum parishii,None,Parish's Nightshade,Yellowstone National Park,216
6783,Vascular Plant,Solanum parishii,None,Parish's Nightshade,Yosemite National Park,162
6784,Vascular Plant,Solanum americanum,None,"American Black Nightshade, Common Purple Nightshade, Smallflower Nightshade",Bryce National Park,106
6785,Vascular Plant,Solanum americanum,None,"American Black Nightshade, Common Purple Nightshade, Smallflower Nightshade",Yosemite National Park,134
6786,Vascular Plant,Solanum americanum,None,"American Black Nightshade, Common Purple Nightshade, Smallflower Nightshade",Yellowstone National Park,267
6787,Vascular Plant,Solanum americanum,None,"American Black Nightshade, Common Purple Nightshade, Smallflower Nightshade",Great Smoky Mountains National Park,64
6788,Vascular Plant,Nicotiana attenuata,None,"Coyote Tabacco, Coyote Tobacco",Yellowstone National Park,252
6789,Vascular Plant,Nicotiana attenuata,None,"Coyote Tabacco, Coyote Tobacco",Bryce National Park,158
6790,Vascular Plant,Nicotiana attenuata,None,"Coyote Tabacco, Coyote Tobacco",Yosemite National Park,171
6791,Vascular Plant,Nicotiana attenuata,None,"Coyote Tabacco, Coyote Tobacco",Great Smoky Mountains National Park,73
6792,Vascular Plant,Nicotiana acuminata var. multiflora,None,Manyflower Tobacco,Bryce National Park,94
6793,Vascular Plant,Nicotiana acuminata var. multiflora,None,Manyflower Tobacco,Yosemite National Park,160
6794,Vascular Plant,Nicotiana acuminata var. multiflora,None,Manyflower Tobacco,Great Smoky Mountains National Park,92
6795,Vascular Plant,Nicotiana acuminata var. multiflora,None,Manyflower Tobacco,Yellowstone National Park,237
6796,Vascular Plant,Datura wrightii,None,"Sacred Thornapple, Sacred Thorn-Apple, Sacred Datura",Yosemite National Park,133
6797,Vascular Plant,Datura wrightii,None,"Sacred Thornapple, Sacred Thorn-Apple, Sacred Datura",Great Smoky Mountains National Park,123
