,category,scientific_name,conservation_status,common_names
3273,Fish,Catostomus catostomus,None,Longnose Sucker
3272,Fish,Catostomus ardens,None,Utah Sucker
3281,Fish,Oncorhynchus clarkii bouvieri,None,Yellowstone Cutthroat Trout
3294,Vascular Plant,Lemna turionifera,None,Turion Duckweed
3296,Vascular Plant,Lysichiton americanus,None,American Skunkcabbage
3316,Vascular Plant,Potamogeton strictifolius,None,"Narrowleaf Pondweed, Straight-Leaf Pondweed"
3315,Vascular Plant,Potamogeton robbinsii,None,"Robbins' Pondweed, Robbins Pondweed"
3314,Vascular Plant,Potamogeton pusillus ssp. tenuissimus,None,Small Pondweed
3313,Vascular Plant,Potamogeton pusillus ssp. pusillus,None,Small Pondweed
3312,Vascular Plant,Potamogeton pusillus,None,"Small Pondweed, Baby Pondweed"
3311,Vascular Plant,Potamogeton praelongus,None,"Whitestem Pondweed, White-Stem Pondweed"
3310,Vascular Plant,Potamogeton obtusifolius,None,Bluntleaf Pondweed
3308,Vascular Plant,Potamogeton natans,None,"Floating Pondweed, Floatingleaf Pondweed, Broadleaf Pondweed"
3307,Vascular Plant,Potamogeton gramineus,None,"Variableleaf Pondweed, Grassy Pondweed"
3306,Vascular Plant,Potamogeton friesii,None,"Fries' Pondweed, Flat-Stalk Pondweed"
3305,Vascular Plant,Potamogeton foliosus ssp. foliosus,None,Leafy Pondweed
3304,Vascular Plant,Potamogeton foliosus ssp. fibrillosus,None,Leafy Pondweed
3301,Vascular Plant,Potamogeton alpinus,None,Alpine Pondweed
3300,Vascular Plant,Triglochin palustre,None,Slender Arrow-Grass
3297,Vascular Plant,Elodea canadensis,None,"Broad Waterweed, Canadian Waterweed, Canada Waterweed"
3318,Vascular Plant,Stuckenia filiformis ssp. alpinus,None,"Fineleaf Pondweed, Northern Slender Pondweed"
4353,Vascular Plant,Humulus lupulus,None,"Common Hops, Hops, Common Hop"
3365,Vascular Plant,Corallorrhiza striata,None,"Striped Coralroot, Hooded Coralroot"
3430,Vascular Plant,Chrysanthemum leucanthemum,None,"Oxeye Daisy, Ox-Eye Daisy"
3429,Vascular Plant,Centaurea repens,None,"Hardheads, Russian Knapweed"
3428,Vascular Plant,Centaurea pratensis,None,Meadow Knapweed
3427,Vascular Plant,Centaurea maculosa,None,Spotted Knapweed
3426,Vascular Plant,Centaurea diffusa,None,"White Knapweed, Diffuse Knapweed"
3424,Vascular Plant,Brickellia grandiflora,None,"Tasselflower Brickellia, Tasselflower Brickellbush, Mountain Brickellbush"
3431,Vascular Plant,Chrysothamnus viscidiflorus var. viscidiflorus,None,Yellow Rabbitbrush
3422,Vascular Plant,Balsamorhiza sagittata,None,Arrowleaf Balsamroot
3420,Vascular Plant,Artemisia scopulorum,None,"Alpine Sagebrush, Dwarf Sagebrush"
3419,Vascular Plant,Artemisia nova,None,Black Sagebrush
3418,Vascular Plant,Artemisia michauxiana,None,"Michaux's Sagewort, Michaux's Sagebrush, Michaux's Wormwood"
3417,Vascular Plant,Artemisia frigida,None,"Fringed Sagebrush, Prairie Sagewort, Fringed Sagewort"
3416,Vascular Plant,Artemisia dracunculus,None,"Green Sagewort, Tarragon, Silky Wormwood, False Tarragon, Wormwood"
3415,Vascular Plant,Artemisia biennis var. biennis,None,Biennial Wormwood
3414,Vascular Plant,Artemisia absinthium,None,"Absinth Wormwood, Common Sagewort, Absinthium, Absinth Sagewort"
3413,Vascular Plant,Arnica sororia,None,Twin Arnica
3421,Vascular Plant,Artemisia tridentata var. tridentata,None,"Big Sagebrush, Basin Sagebrush"
3434,Vascular Plant,Cirsium canovirens,None,Graygreen Thistle
3453,Vascular Plant,Erigeron corymbosus,None,Longleaf Fleabane
3452,Vascular Plant,Erigeron caespitosus,None,Tufted Fleabane
3451,Vascular Plant,Erigeron acris var. kamtschaticus,None,"Bitter Daisy, Bitter Fleabane, Blue Fleabane"
3450,Vascular Plant,Ericameria suffruticosa,None,"Bighead Goldenbush, Singlehead Goldenbush, Single-Head Heath-Goldenrod"
3449,Vascular Plant,Ericameria nauseosa var. oreophila,None,Rubber Rabbitbrush
3448,Vascular Plant,Ericameria nauseosa var. nauseosa,None,Rubber Rabbitbrush
3447,Vascular Plant,Ericameria discoidea var. linearis,None,Whitestem Goldenbush
3446,Vascular Plant,Crepis tectorum,None,"Narrowleaved Hawk's Beard, Narrow-Leaf Hawk's-Beard, Narrowleaf Hawksbeard"
3445,Vascular Plant,Crepis occidentalis ssp. costata,None,Largeflower Hawksbeard
3444,Vascular Plant,Crepis modocensis,None,"Siskiyou Hawksbeard, Common Hawksbeard, Modoc Hawksbeard"
3443,Vascular Plant,Crepis intermedia,None,"Gray Hawksbeard, Limestone Hawksbeard"
3442,Vascular Plant,Crepis elegans,None,Elegant Hawksbeard
3441,Vascular Plant,Crepis atribarba,None,"Slender Hawksbeard, Hawksbeard"
3440,Vascular Plant,Crepis acuminata,None,"Tapertip Hawksbeard, Long-Leaf Hawksbeard, Longleaf Hawksbeard"
3438,Vascular Plant,Cirsium undulatum,None,"Wavy-Leaf Thistle, Gray Thistle, Wavyleaf Thistle"
3436,Vascular Plant,Cirsium foliosum,None,"Leafy Thistle, Meadow Thistle, Elk Thistle, Drummond's Thistle"
3435,Vascular Plant,Cirsium eatonii,None,"Mountaintop Thistle, Eaton's Thistle"
3412,Vascular Plant,Arnica rydbergii,None,"Subalpine Arnica, Rydberg's Arnica"
3366,Vascular Plant,Corallorrhiza trifida,None,"Early Coralroot, Yellow Coralroot"
3411,Vascular Plant,Arnica parryi,None,"Nodding Arnica, Parry's Arnica, Sonne's Arnica"
3409,Vascular Plant,Arnica longifolia,None,"Longleaf Arnica, Spearleaf Arnica"
3385,Vascular Plant,Agoseris lackschewitzii,None,Mill Creek Agoseris
3384,Vascular Plant,Agoseris glauca var. laciniata,None,"Arizona Mountain Dandelion, False Agoseris"
3383,Vascular Plant,Agoseris glauca var. glauca,None,Pale Agoseris
3382,Vascular Plant,Agoseris glauca var. dasycephala,None,"Pale Agoseris, Pale Goat-Chicory"
3381,Vascular Plant,Agoseris aurantiaca,None,"Orange-Flowered False-Dandelion, Orange Agoseris"
3380,Vascular Plant,Spiranthes romanzoffiana,None,"Hooded Lady's Tresses, Hooded Ladiestresses, Hooded Ladies'-Tresses"
3379,Vascular Plant,Platanthera stricta,None,"Modoc Bog Orchid, Slender Bog Orchid"
3378,Vascular Plant,Platanthera obtusata,None,"Bluntleaved Orchid, Northern Small Bog Orchid"
3377,Vascular Plant,Platanthera hyperborea,None,"Northern Green Orchid, Northern Bog Orchid"
3375,Vascular Plant,Platanthera dilatata var. albiflora,None,Scentbottle
3374,Vascular Plant,Piperia unalascensis,None,"Slender-Spire Orchid, Alaskan Rein-Orchid, Alaska Bog Orchid, Alaska Rein Orchid"
3373,Vascular Plant,Listera cordata,None,Heartleaf Twayblade
3372,Vascular Plant,Listera convallarioides,None,"Broadlipped Listera, Broadleaf Twayblade, Broad-Lip Twayblade, Broadlipped Twayblade"
3371,Vascular Plant,Listera caurina,None,Northwestern Twayblade
3370,Vascular Plant,Listera borealis,None,"Northern Twayblade, Northern Listera"
3369,Vascular Plant,Goodyera oblongifolia,None,"Western Rattlesnake Plantain, Rattlesnake Plantain"
3368,Vascular Plant,Epipactis gigantea,None,"Giant Helleborine, Stream Orchid"
3376,Vascular Plant,Platanthera dilatata var. dilatata,None,Scentbottle
3387,Vascular Plant,Ambrosia psilostachya,None,"Cuman Ragweed, Perennial Ragweed, Western Ragweed"
3388,Vascular Plant,Anaphalis margaritacea,None,"Common Pearlyeverlasting, Western Pearlyeverlasting, Pearly-Everlasting, Pearly Everlasting, Western Pearly Everlasting"
3389,Vascular Plant,Antennaria anaphaloides,None,"Pussytoes, Tall Everlasting, Pearly Pussytoes"
3408,Vascular Plant,Arnica latifolia,None,Broadleaf Arnica
3407,Vascular Plant,Arnica fulgens,None,"Orange Arnica, Shining Leopardbane, Foothill Arnica"
3406,Vascular Plant,Arnica cordifolia,None,"Heartleaf Arnica, Heart-Leaf Leopardbane"
3404,Vascular Plant,Arctium lappa,None,"Great Burdock, Greater Burrdock, Woodland Burdock, Greater Burdock"
3403,Vascular Plant,Anthemis tinctoria,None,Golden Chamomile
3402,Vascular Plant,Antennaria umbrinella,None,"Umber Pussytoes, Brown Everlasting"
3401,Vascular Plant,Antennaria rosea,None,"Rosy Pussy-Toes, Rosy Pussytoes"
3400,Vascular Plant,Antennaria racemosa,None,Raceme Pussytoes
3399,Vascular Plant,Antennaria pulcherrima,None,Showy Pussytoes
3398,Vascular Plant,Antennaria parvifolia,None,Smallleaf Pussytoes
3397,Vascular Plant,Antennaria microphylla,None,"Littleleaf Pussytoes, Rocky Mountain Pussytoes, Small Leaf Everlasting, Smallleaf Pussytoes"
3396,Vascular Plant,Antennaria media,None,Rocky Mountain Pussytoes
3395,Vascular Plant,Antennaria luzuloides,None,Rush Pussytoes
3394,Vascular Plant,Antennaria lanata,None,Woolly Pussytoes
3393,Vascular Plant,Antennaria flagellaris,None,"Stoloniferous Pussy-Toes, Whip Pussytoes"
3392,Vascular Plant,Antennaria dimorpha,None,"Low Everlasting, Low Pussytoes"
3391,Vascular Plant,Antennaria corymbosa,None,"Flattop Pussytoes, Flat-Top Pussytoes, Meadow Everlasting"
3390,Vascular Plant,Antennaria aromatica,None,Scented Pussytoes
3410,Vascular Plant,Arnica mollis,None,"Wooly Arnica, Hairy Arnica"
4354,Vascular Plant,Elaeagnus commutata,None,Silverberry
4355,Vascular Plant,Shepherdia canadensis,None,"Russet Buffaloberry, Russet Buffalo-Berry"
4356,Vascular Plant,Ceanothus velutinus var. velutinus,None,Snowbrush Ceanothus
5346,Vascular Plant,Disporum hookeri,None,Drops Of Gold
5345,Vascular Plant,Clintonia uniflora,None,Bride's Bonnet
5344,Vascular Plant,Calochortus vestae,None,Coast Range Mariposa Lily
5343,Vascular Plant,Calochortus venustus,None,Butterfly Mariposa Lily
5342,Vascular Plant,Calochortus superbus,None,Yellow Mariposa
5341,Vascular Plant,Calochortus nudus,None,Naked Mariposa Lily
5340,Vascular Plant,Calochortus minimus,None,Sierra Mariposa Lily
5339,Vascular Plant,Calochortus luteus,None,Yellow Mariposa Lily
5347,Vascular Plant,Erythronium purpurascens,None,Purple Fawnlily
5338,Vascular Plant,Calochortus leichtlinii,None,"Smokey Mariposa, Leichtlin's Mariposa Lily"
5336,Vascular Plant,Calochortus albus,None,White Fairy-Lantern
5335,Vascular Plant,Umbellularia californica,None,California Laurel
5334,Vascular Plant,Calycanthus occidentalis,None,"California-Allspice, California Spicebush, Western Sweetshrub"
5333,Vascular Plant,Verbena lasiostachys var. lasiostachys,None,Western Vervain
5332,Vascular Plant,Verbena hastata,None,"Simpler's-Joy, Blue Vervain, Blue Verbena, Swamp Verbena"
5331,Vascular Plant,Scrophularia desertorum,None,"Mountain Figwort, Desert Figwort"
5330,Vascular Plant,Scrophularia californica ssp. floribunda,None,California Figwort
5329,Vascular Plant,Veronica serpyllifolia ssp. humifusa,None,"Brightblue Speedwell, Thyme-Leaf Speedwell"
5337,Vascular Plant,Calochortus invenustus,None,Plain Mariposa Lily
5348,Vascular Plant,Fritillaria micrantha,None,Brown Fritillary
5350,Vascular Plant,Lilium parvum,None,"Sierra Tiger Lily, Sierra Tigerlily"
5368,Vascular Plant,Salix jepsonii,None,Jepson's Willow
5367,Vascular Plant,Salix exigua,None,"Sandbar Willow, Narrowleaf Willow, Coyote Willow, Desert Willow, Narrow-Leaved Willow"
5366,Vascular Plant,Salix brachycarpa ssp. brachycarpa,None,"Short-Fruited Willow, Barrenground Willow"
5365,Vascular Plant,Salix arctica,None,Arctic Willow
5364,Vascular Plant,Populus fremontii ssp. fremontii,None,Fremont's Cottonwood
5363,Vascular Plant,Populus balsamifera ssp. trichocarpa,None,"Balsam Poplar, Black Cottonwood"
5362,Vascular Plant,Sclerolinon digynum,None,"Northwestern Yellowflax, Digynum Flax"
5361,Vascular Plant,Linum lewisii var. alpicola,None,Prairie Flax
5349,Vascular Plant,Fritillaria pinetorum,None,"Pinewoods Fritillary, Davidson's Fritillary"
5360,Vascular Plant,Hypericum anagalloides,None,"Tinker's-Penny, Creeping St. Johnswort, Tinker's Penny"
5358,Vascular Plant,Eremocarpus setigerus,None,"Doveweed, Turkey Mullein"
5357,Vascular Plant,Chamaesyce serpyllifolia ssp. serpyllifolia,None,"Thymeleaf Spurge, Thyme-Leaf Sandmat, Thymeleaf Sandmat"
5356,Vascular Plant,Zigadenus venenosus var. venenosus,None,Meadow Deathcamas
5355,Vascular Plant,Zigadenus paniculatus,None,"Sand-Corn, Foothill Deathcamas"
5354,Vascular Plant,Zigadenus exaltatus,None,Giant Deathcamas
5353,Vascular Plant,Veratrum californicum var. californicum,None,"California Falsehellebore, California False Hellebore"
5352,Vascular Plant,Trillium angustipetalum,None,Narrowpetal Wakerobin
5351,Vascular Plant,Lilium washingtonianum ssp. washingtonianum,None,Typical Washington Lily
5359,Vascular Plant,Euphorbia crenulata,None,"Chinesecaps, Chinese Caps"
5327,Vascular Plant,Veronica peregrina ssp. xalapensis,None,"Neckweed, Hairy Purslane Speedwell"
5326,Vascular Plant,Veronica cusickii,None,Cusick's Speedwell
5300,Vascular Plant,Mimulus viscidus,None,Sticky Monkeyflower
5299,Vascular Plant,Mimulus torreyi,None,Torrey's Monkeyflower
5298,Vascular Plant,Mimulus tilingii,None,"Tiling's Monkeyflower, Subalpine Monkeyflower, Subalpine Monkey-Flower"
5297,Vascular Plant,Mimulus pulsiferae,None,Candelabrum Monkeyflower
5296,Vascular Plant,Mimulus pulchellus,None,Yellowlip Pansy Monkeyflower
5295,Vascular Plant,Mimulus primuloides,None,"Primrose Monkeyflower, Yellow Creeping Monkey-Flower"
5294,Vascular Plant,Mimulus pilosus,None,False Monkeyflower
5293,Vascular Plant,Mimulus palmeri,None,Palmer's Monkeyflower
5301,Vascular Plant,Callitriche heterophylla var. bolanderi,None,Bolander's Water-Starwort
5292,Vascular Plant,Mimulus montioides,None,"Mointain Monkeyflower, Mountain Monkeyflower"
5290,Vascular Plant,Mimulus leptaleus,None,"Slender Monkeyflower, Least Monkeyflower"
5289,Vascular Plant,Mimulus layneae,None,Layne's Monkeyflower
5288,Vascular Plant,Mimulus laciniatus,None,Cutleaf Monkeyflower
5287,Vascular Plant,Mimulus kelloggii,None,Kellogg's Monkeyflower
5286,Vascular Plant,Mimulus inconspicuus,None,Smallflower Monkeyflower
5284,Vascular Plant,Mimulus douglasii,None,Brownies
5283,Vascular Plant,Mimulus congdonii,None,Congdon's Monkeyflower
5282,Vascular Plant,Mimulus cardinalis,None,"Crimson Monkeyflower, Scarlet Monkey-Flower, Scarlet Monkeyflower"
5291,Vascular Plant,Mimulus mephiticus,None,"Foul-Odor Monkeyflower, Foul Odor Monkeyflower"
5303,Vascular Plant,Collinsia bartsiifolia var. davidsonii,None,Davidson's Blue Eyed Mary
5304,Vascular Plant,Collinsia childii,None,Child's Blue Eyed Mary
5305,Vascular Plant,Collinsia heterophylla,None,Purple Chinese Houses
5324,Vascular Plant,Plantago erecta,None,Dotseed Plantain
5323,Vascular Plant,Penstemon speciosus,None,"Prairie-Clover, Royal Penstemon"
5322,Vascular Plant,Penstemon rydbergii var. oreocharis,None,Herbaceous Penstemon
5321,Vascular Plant,Penstemon rostriflorus,None,"Beakflower Penstemon, Bridges' Penstemon, Beaked Beardtongue"
5320,Vascular Plant,Penstemon roezlii,None,Roezl's Penstemon
5319,Vascular Plant,Penstemon procerus var. formosus,None,"Pincushion Penstemon, Pincushion Beardtongue"
5318,Vascular Plant,Penstemon heterophyllus var. purdyi,None,Purdy's Penstemon
5317,Vascular Plant,Penstemon heterodoxus var. heterodoxus,None,Sierra Beardtongue
5316,Vascular Plant,Penstemon heterodoxus,None,"Sierra Beardtongue, Sierra Penstemon"
5315,Vascular Plant,Penstemon davidsonii var. davidsonii,None,Davidson's Penstemon
5314,Vascular Plant,Penstemon azureus var. angustissimus,None,Azure Penstemon
5313,Vascular Plant,Limosella acaulis,None,Owyhee Mudwort
5311,Vascular Plant,Gratiola ebracteata,None,Bractless Hedgehyssop
5309,Vascular Plant,Collinsia torreyi var. wrightii,None,Wright's Blue Eyed Mary
5308,Vascular Plant,Collinsia torreyi var. torreyi,None,"Torrey's Blue-Eyed Mary, Torrey's Blue Eyed Mary"
5307,Vascular Plant,Collinsia tinctoria,None,Sticky Chinese Houses
5306,Vascular Plant,Collinsia linearis,None,Narrowleaf Blue Eyed Mary
5369,Vascular Plant,Salix laevigata,None,Red Willow
5370,Vascular Plant,Salix lasiolepis,None,Arroyo Willow
5371,Vascular Plant,Salix ligulifolia,None,"Strap-Leaf Willow, Strapleaf Willow"
5372,Vascular Plant,Salix lucida ssp. lasiandra,None,Pacific Willow
5437,Vascular Plant,Botrychium minganense,None,"Mingan Moonwort, Mingan Island Grapefern"
5435,Vascular Plant,Nuphar lutea ssp. polysepala,None,"Rocky Mountain Pondlily, Yellow Pond-Lily, Rocky Mountain Pond-Lily, Rocky Mountain Cowlily"
5434,Vascular Plant,Brasenia schreberi,None,"Watershield, Schreber's Watershield"
5433,Vascular Plant,Oenothera elata ssp. hirsutissima,None,"Hooker's Evening Primrose, Hooker's Eveningprimrose, Hooker's Evening-Primrose"
5431,Vascular Plant,Gayophytum heterozygum,None,"Zigzag Groundsmoke, Dwarf Groundsmoke"
5430,Vascular Plant,Gayophytum eriospermum,None,Coville's Groundsmoke
5439,Vascular Plant,Calocedrus decurrens,None,Incense Cedar
5429,Vascular Plant,Gayophytum decipiens,None,Deceptive Groundsmoke
5427,Vascular Plant,Epilobium oregonense,None,"Oregon Willowweed, Oregon Willowherb"
5425,Vascular Plant,Epilobium obcordatum,None,"Rose Willowweed, Rockfringe"
5424,Vascular Plant,Epilobium minutum,None,"Chaparral Willowherb, Minute Willowweed"
5423,Vascular Plant,Epilobium latifolium,None,Dwarf Fireweed
5422,Vascular Plant,Epilobium howellii,None,Yuba Pass Willowherb
5421,Vascular Plant,Epilobium glaberrimum ssp. glaberrimum,None,"Glaucus Willowherb, Smooth Willowweed"
5420,Vascular Plant,Epilobium glaberrimum ssp. fastigiatum,None,"Glaucus Willowherb, Smooth Willowweed"
5419,Vascular Plant,Epilobium foliosum,None,"Leafy Willowherb, California Willowherb"
5428,Vascular Plant,Epilobium torreyi,None,"Narrowleaf Willowweed, Torrey's Willowherb"
5440,Vascular Plant,Juniperus communis,None,"Common Juniper, Dwarf Juniper"
5441,Vascular Plant,Juniperus occidentalis,None,Western Juniper
5442,Vascular Plant,Sequoiadendron giganteum,None,"Giant Redwood, Giant Sequoia, Sierra Redwood"
5461,Vascular Plant,Carex angustata,None,"Common Meadow Sedge, Widefruit Sedge"
5460,Vascular Plant,Carex amplifolia,None,Bigleaf Sedge
5459,Vascular Plant,Carex amplectens,None,Claspbract Sedge
5458,Vascular Plant,Carex abrupta,None,Abruptbeak Sedge
5456,Vascular Plant,Asarum lemmonii,None,Lemmon's Wildginger
5455,Vascular Plant,Asarum hartwegii,None,Hartweg's Wildginger
5454,Vascular Plant,Torreya californica,None,"California Torreya, California Nutmeg"
5453,Vascular Plant,Tsuga mertensiana,None,"Hemlock Spruce, Black Hemlock, Mountain Hemlock, Alpine Hemlock"
5452,Vascular Plant,Pseudotsuga menziesii var. menziesii,None,"Douglas-Fir, Coast Douglas-Fir"
5451,Vascular Plant,Pinus sabiniana,None,"Gray Pine, Digger Pine, California Foothill Pine, Bull Pine"
5450,Vascular Plant,Pinus ponderosa,None,"Rock Pine, Blackjack Pine, Bull Pine, Western Yellow Pine, Ponderosa Pine"
5449,Vascular Plant,Pinus monticola,None,"Silver Pine, Mountain White Pine, Western White Pine, Idaho White Pine"
5448,Vascular Plant,Pinus monophylla,None,"One-Leaf Pine, Singleleaf Pinyon, Nut Pine"
5447,Vascular Plant,Pinus lambertiana,None,"Sugar Pine, California Sugar Pine"
5446,Vascular Plant,Pinus jeffreyi,None,"Jeffrey's Pine, Black Pine, Jeffrey Pine"
5445,Vascular Plant,Pinus contorta ssp. murrayana,None,"Tamarack Pine, Sierra Lodgepole Pine"
5444,Vascular Plant,Pinus attenuata,None,Knobcone Pine
5443,Vascular Plant,Abies concolor,None,"White Balsam, Concolor Fir, Colorado Fir, Silver Fir, White Fir, Balsam Fir"
5418,Vascular Plant,Epilobium densiflorum,None,"Denseflower Willowherb, Dense-Flower Spike-Primrose, Denseflower Willowweed"
5281,Vascular Plant,Mimulus bolanderi,None,Bolander's Monkeyflower
5417,Vascular Plant,Epilobium ciliatum ssp. glandulosum,None,"Fringed Willowherb, Glandular Willowweed, Glandular Willowherb"
5415,Vascular Plant,Epilobium ciliatum,None,"Fringed Willowherb, Hairy Willowherb, Hairy Willowweed"
5390,Vascular Plant,Malva parviflora,None,"Cheeseweed Mallow, Small-Whorl Mallow, Cheeseweed"
5389,Vascular Plant,Malva nicaeensis,None,Bull Mallow
5388,Vascular Plant,Viola sheltonii,None,Shelton's Violet
5387,Vascular Plant,Viola purpurea ssp. venosa,None,"Goosefoot Violet, Goosefoot Yellow Violet"
5386,Vascular Plant,Viola purpurea ssp. quercetorum,None,Goosefoot Violet
